nama_makanan,gambar,kalori,karbohidrat,protein,harga,level_harga,tipe_diet,cluster
Daun Singkong rebus,https://img-global.cpcdn.com/recipes/0aba29b97a7b109f/680x482cq70/daun-singkong-rebus-ala-rm-padang-foto-resep-utama.jpg,31.0,4.8,3.7,8000.0,Murah,Keto,0
Daun talas rebus,https://archive.netralnews.com/foto/2020/04/13/76-daun_talas_sangat_lezat_dibuat_masakan_buntil.jpg,27.0,5.9,1.3,9000.0,Murah,Normal,0
Daun Ubi Jalar kukus,https://cdnimage2.caping.co.id/news/20220228/2a/1619199045A782A517.jpg_480A0A1A80.webp,56.0,13.0,3.1,6000.0,Murah,Normal,0
Daun ubi merah kukus,https://cdn1-production-images-kly.akamaized.net/53ShO_wlxOo4hIuWjKZKBK2QLvQ=/469x260/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2580229/original/025700500_1546586996-resep-tumis-daun-ubi-jalar.jpg,56.0,13.0,3.1,8000.0,Murah,Normal,0
Dendeng belut goreng,https://selerasa.com/wp-content/uploads/2015/11/images_dendeng-belut.JPG,382.0,8.0,55.7,31000.0,Premium,Normal,1
Dendeng Daging Sapi,https://awsimages.detik.net.id/community/media/visual/2022/02/20/resep-dendeng-sapi-medan_43.jpeg?w=700&q=90,433.0,0.0,55.0,22000.0,Mahal,Keto,1
Dendeng mujahir goreng,https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg,598.0,9.2,74.3,37000.0,Premium,Normal,1
Dideh darah ayam,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh9d4T1r7jHqSELzd2b3KBFeJlzKWtbaUIbOrsHTyKYSr_SJvpO2EijjASugjDKlv0-WhFvsRpcskdPJx95G3cpox3XJVzjTbDJQaISa_egWAzjYl3Cd8Zb0hXWGcIGj8KavQ37Uu6qRvTtob_G9TAIxgfhI4Xz2yKfM_PuI3PixHmXXHJySQ70I4e9dQ/s600/dideh.jpg,77.0,0.7,13.8,10000.0,Normal,Keto,2
Dideh darah sapi,https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/09/29/23311/664xauto-banyak-digemari-kuliner-asal-indonesia-ini-ternyata-terbuat-dari-darah-hewan-200929c.jpg,104.0,0.0,21.9,14000.0,Normal,Keto,2
Djibokum masakan,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing,248.0,40.9,10.0,20000.0,Normal,Normal,2
Dodol,https://asset.kompas.com/crops/e3JycmGm1r9fr7krT-Kj-p7R3m0=/32x18:1000x664/750x500/data/photo/2023/03/03/64014f11134b7.jpeg,395.0,81.2,3.0,38000.0,Premium,Normal,1
Duku,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Duku_Lansium_domesticum_Ripe.jpg/1200px-Duku_Lansium_domesticum_Ripe.jpg,63.0,16.1,1.0,9000.0,Murah,Normal,0
Durian,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2023/01/20/alasan-mengapa-buah-durian-diseb-20230120035049.jpg,134.0,28.0,2.5,16000.0,Normal,Normal,2
Eceng Gondok,https://unair.ac.id/wp-content/uploads/2022/11/Foto-by-detikFood.jpeg,18.0,3.8,1.0,9000.0,Murah,Keto,0
Embacang,https://s0.bukalapak.com/img/037360101/large/144135_2embacang.jpg,98.0,25.4,1.4,9000.0,Murah,Normal,0
Empal (daging) Goreng masakan,https://cdn-2.tstatic.net/batam/foto/bank/images/resep-empal.jpg,248.0,10.1,36.2,15000.0,Normal,Normal,2
Emping (kerupuk melinjo),https://cdns.klimg.com/merdeka.com/i/w/news/2020/09/24/1224077/540x270/cara-membuat-emping-melinjo-yang-gurih-dan-renyah-mudah-dipraktikkan.jpg,345.0,71.5,12.0,38000.0,Premium,Normal,1
Es krim,https://cdn0-production-images-kly.akamaized.net/HfkjSnesMVgDaS0dVGBUFFN6sZw=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2769420/original/063670200_1554367843-birthday-break-caramel-461430.jpg,210.0,20.6,4.0,14000.0,Normal,Normal,2
Es Krim (Coconut milk) ,https://cdn.nutritioninthekitch.com/wp-content/uploads/2022/03/Coconut-ice-cream-5-800x1184.jpg,156.7,32.7,3.0,16000.0,Normal,Normal,2
"Es Sirup ,""https://cdn.yummy.co.id/content-images/images/20220619/xfaVB26SMb4zm5RAt72MsKdSiArIkWyc-31363535363231363533d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp"",44.8,11.3,0,7000,Murah,Normal",,,,,,,,0
Fillet o-fish,https://www.recipetineats.com/wp-content/uploads/2018/08/Homemade-Filet-O-Fish_3.jpg,270.0,19.3,12.3,14000.0,Normal,Normal,2
Gado-gado,https://img.kurio.network/rlKzeW_1_iLZ-JMm9fFHX-rGdIE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/22/06/22/53264347-b7ba-4257-852d-04e3d1b4e4e5.jpe,137.0,21.0,6.1,14000.0,Normal,Normal,2
Gadung kukus,https://img-global.cpcdn.com/recipes/51c229856c44e39a/680x482cq70/gadung-kukus-foto-resep-utama.jpg,88.0,20.9,0.8,10000.0,Normal,Normal,0
Gadung ubi kukus,https://img-global.cpcdn.com/recipes/51c229856c44e39a/1200x630cq70/photo.jpg,88.0,20.9,0.6,5000.0,Murah,Normal,0
Gambas (Oyong),https://static.honestdocs.id/system/blog_articles/main_hero_images/000/001/679/original/15_Manfaat_Sayur_Gambas_%28Oyong%29_Bagi_Kesehatan.jpg,18.0,4.1,0.8,7000.0,Murah,Keto,0
"Gambas lodeh,""https://cdn.yummy.co.id/content-images/images/20210411/n8JWL5o9Saqut50aP4W9cCHqob98nCg8-31363138313239343736d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/resize,w_388,h_388,m_fixed,x-oss-process=image/format,webp"",13,1.6,0.3,7000,Murah,Keto",,,,,,,,0
Ganyong kukus,https://pbs.twimg.com/media/FaAqu9paIAEm13B?format=jpg&name=4096x4096,100.0,23.8,0.8,11000.0,Normal,Normal,2
Ganyong rebus,https://assets-a1.kompasiana.com/items/album/2019/11/18/fb-img-1574037281653-5dd1e7e2d541df7e5258fdc2.jpg,100.0,23.8,0.8,18000.0,Normal,Normal,2
Genjer segar,https://images.tokopedia.net/img/cache/700/product-1/2020/5/15/7845717/7845717_a5118472-420f-4bf5-a311-ff8401926d6d_1000_1000.jpg,35.0,7.7,1.7,10000.0,Normal,Normal,0
Geplak jahe,https://id-live-01.slatic.net/p/e9d3d5c495903bfc0909965e77c210ad.jpg,462.0,57.7,3.1,32000.0,Premium,Normal,1
Gete kuah asam masakan,https://nilaigizi.com/assets/images/produk/produk_1535785356.jpg,75.0,6.0,8.2,10000.0,Normal,Normal,0
Getuk goreng,https://resepkoki.id/wp-content/uploads/2016/03/Resep-Getuk-goreng.jpg,360.0,74.3,1.3,37000.0,Premium,Normal,1
Getuk pisang,https://asset.kompas.com/crops/l3xnQh1pGb-JXXnQlqwMVzdfRMo=/0x0:1000x667/750x500/data/photo/2022/12/25/63a7a3ef59ddd.jpeg,144.0,34.1,1.1,20000.0,Normal,Normal,2
Getuk singkong,https://images.tokopedia.net/img/KRMmCm/2022/8/9/d04d11c4-f1e5-4595-8166-a53955b475ca.jpg,204.0,47.4,0.5,13000.0,Normal,Normal,2
Gudeg ,https://cdn1-production-images-kly.akamaized.net/IpYTbngk7MSDqY-O2zh-l35oxxs=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/776636/original/012158200_1417956101-gudeg.jpg,53.0,8.8,1.6,9000.0,Murah,Normal,0
Gudeg sayur,https://1.bp.blogspot.com/-dubLmtxl4XI/V9NzynrpH4I/AAAAAAAAZTY/Mh8U8r2Fy58EWteb0ARFDyZWj7Wot4n0ACLcB/s1600/A%2BGUDEG%2BBASAH%2BIG.jpg,160.0,16.0,3.3,12000.0,Normal,Vegetarian,2
Gulai asam keueung masakan,https://img-global.cpcdn.com/recipes/8f989c17e5803c3b/680x482cq70/gulai-asam-keueng-asam-pedas-tongkol-seafoodfestival-foto-resep-utama.jpg,52.0,1.8,10.0,10000.0,Normal,Keto,0
Gulai ikan masakan,https://sweetrip.id/wp-content/uploads/2022/10/1.jpg,106.0,2.5,16.5,18000.0,Normal,Keto,2
Gulai ikan paya masakan,https://www.glory-travel.com/wp-content/uploads/2018/11/o1AJ9qDyyJNSpZWhUgGYc3MngFqoAN6WRcGHHcyTN6eXyGCVk.jpg,148.0,5.0,10.0,13000.0,Normal,Normal,2
Gulai kambing,https://kbu-cdn.com/dk/wp-content/uploads/gulai-kambing.jpg,126.0,6.2,4.2,19000.0,Normal,Normal,2
Gulai keumamah masakan,https://img-global.cpcdn.com/recipes/d43cbe5d1ad0490d/680x482cq70/gulai-keumamah-foto-resep-utama.jpg,110.0,3.2,5.9,14000.0,Normal,Keto,2
Gulai pakis,https://www.agrowindo.com/wp-content/uploads/2017/06/Gulai-pakis-agrowindo.jpg,143.0,6.0,4.0,14000.0,Normal,Normal,2
Gurame asem manis masakan,https://d12man5gwydfvl.cloudfront.net/wp-content/uploads/2020/03/shutterstock_1561182373.jpg,192.0,12.7,12.7,12000.0,Normal,Normal,2
Ham,https://bakeitwithlove.com/wp-content/uploads/2021/12/glazed-honey-ham-sq.jpg,389.0,0.3,16.9,35000.0,Premium,Keto,1
Hangop,https://www.lekkerensimpel.com/wp-content/uploads/2016/10/IMG_0381-2.jpg,65.0,3.5,10.0,8000.0,Murah,Keto,0
Ikan asar merah masakan,https://t-2.tstatic.net/medan/foto/bank/images2/Resep-Ikan-Asar-dan-Cara-Membuatnya-Hidangan-Khas-Maluku.jpg,146.0,5.6,17.7,15000.0,Normal,Normal,2
Ikan Asin bilis goreng,https://img-global.cpcdn.com/recipes/446879a009d58694/1200x630cq70/photo.jpg,380.0,0.0,33.6,32000.0,Premium,Keto,1
Ikan Asin gabus goreng,https://images.tokopedia.net/img/cache/700/product-1/2019/7/27/6486945/6486945_99c1b375-e266-42bb-b539-f5731fb74114_960_960.jpg,456.0,0.0,46.5,34000.0,Premium,Keto,1
Ikan Asin japuh goreng,https://img-global.cpcdn.com/recipes/756a62f3201bd80c/1200x630cq70/photo.jpg,348.0,0.0,18.7,30000.0,Mahal,Keto,1
Ikan Asin teri goreng,https://img-global.cpcdn.com/recipes/15714e008b15f3e0/680x482cq70/teri-segar-goreng-tanpa-minyak-foto-resep-utama.jpg,430.0,0.0,33.4,34000.0,Premium,Keto,1
Ikan bandeng presto masakan,https://www.philips.com/c-dam/b2c/id_ID/experience/ho/cooking/iikan-goreng-thumbnail.jpg,296.0,11.3,17.1,11000.0,Normal,Normal,2
Ikan baung bakar,https://dherdian.files.wordpress.com/2014/12/ikan-baung.jpg,144.0,5.2,17.8,13000.0,Normal,Normal,2
Ikan baung segar,https://www.pustakadunia.com/media/posts/9/green-baung.jpg,123.0,3.3,15.1,12000.0,Normal,Keto,2
Ikan Belida bakar,https://nilaigizi.com/assets/images/produk/produk_1535645437.JPG,128.0,7.2,18.0,14000.0,Normal,Normal,2
Ikan Belut Segar goreng,https://kbu-cdn.com/dk/wp-content/uploads/belut-goreng-crispy.jpg,417.0,32.0,25.9,21000.0,Mahal,Normal,1
Ikan gete goreng,https://nilaigizi.com/assets/images/produk/produk_1535646628.jpg,267.0,0.2,23.1,15000.0,Normal,Keto,2
Ikan Lele goreng,https://kbu-cdn.com/dk/wp-content/uploads/lele-goreng-bumbu-lengkuas.jpg,252.0,0.0,19.9,16000.0,Normal,Keto,2
Ikan Mas goreng,https://cdn1-production-images-kly.akamaized.net/PoXdFBAzit7rJj6MDEQSxQ35dT8=/0x462:5162x3371/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2930376/original/062217400_1570175183-shutterstock_445394449.jpg,188.0,0.0,19.3,15000.0,Normal,Keto,2
Ikan Mas pepes,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/01/06/1877204615.jpg,209.0,11.8,15.2,18000.0,Normal,Normal,2
Ikan Mujair dendeng goreng,https://img-global.cpcdn.com/recipes/c49ebd05c391ae54/680x482cq70/dendeng-mujair-foto-resep-utama.jpg,598.0,9.2,74.3,38000.0,Premium,Normal,1
Ikan Mujair goreng,https://kurio-img.kurioapps.com/22/10/07/3521e216-d7b3-498d-a045-95973e196c36.jpg,416.0,0.0,46.9,24000.0,Mahal,Keto,1
Ikan Mujair pepes,https://sweetrip.id/wp-content/uploads/2022/10/a-pepeas.jpg,121.0,0.8,21.7,10000.0,Normal,Keto,2
Ikan Papuyu bakar,https://img-global.cpcdn.com/recipes/c0df8c1401aba288/1200x630cq70/photo.jpg,152.0,6.7,17.6,14000.0,Normal,Normal,2
Ikan Patin bakar,https://awsimages.detik.net.id/community/media/visual/2022/05/16/resep-ikan-patin-bakar-bumbu-kecap-pedas_43.jpeg?w=1200,144.0,4.3,17.5,18000.0,Normal,Keto,2
Jagung muda rebus,https://img-global.cpcdn.com/recipes/692c7955006bca76/1200x630cq70/photo.jpg,142.0,30.3,5.0,20000.0,Normal,Normal,2
Jagung Rebus ,https://asset.kompas.com/crops/L0i8I7tD8bIDLcs9nVG_Ok9egfI=/0x0:1000x667/750x500/data/photo/2021/10/05/615b9e713eeda.jpg,175.0,35.0,1.8,17000.0,Normal,Normal,2
Jagung Sayur (tumis) ,https://ibusayur.my.id/wp-content/uploads/2022/08/ibusayur.my.id-sayur-nangka-51661b26-eb56-4072-8613-65cb6b4c2ecb.png,148.9,20.1,10.4,14000.0,Normal,Vegetarian,2
Jahe,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/yGGUi3g36leAkNBWE0jT6/original/044762400_1598525725-Ini-Bedanya-Manfaat-Jahe-Merah-Jahe-Putih-dan-Jahe-Emprit-shutterstock_585874265.jpg,51.0,10.1,1.5,10000.0,Normal,Normal,0
Jambu Air,https://demfarm.id/wp-content/uploads/2022/08/rose-apples-or-chomphu-isolated-on-white-backgroun-2021-09-03-19-03-57-utc-1024x768.jpg,46.0,11.8,0.6,6000.0,Murah,Normal,0
Jambu Biji,https://asset.kompas.com/crops/4TGyZIJJ3wev1NuC6g-2Pggg6tA=/51x58:931x644/750x500/data/photo/2022/10/28/635b7364a7089.jpg,49.0,12.2,0.9,5000.0,Murah,Normal,0
Jambu Bol,https://asset.kompas.com/crops/CRaVBVmC7B0888k4y86iwwNsCvo=/0x41:1000x707/750x500/data/photo/2021/06/15/60c82d8d8e0d2.jpg,56.0,14.2,0.6,8000.0,Murah,Normal,0
Jeruk Bali,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2021/11/15053620/Jeruk-Bali-Kaya-Vitamin-C-Ini-Manfaatnya-untuk-Kesehatan.jpg,48.0,12.4,0.6,7000.0,Murah,Normal,0
Jeruk Nipis,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/03/02/2284586354.png,37.0,12.3,0.8,5000.0,Murah,Normal,0
Jeruk ragi segar,https://images.tokopedia.net/img/cache/250-square/hDjmkQ/2021/1/3/2de49603-36db-48fc-9749-df7946340f62.png,49.0,11.1,0.7,8000.0,Murah,Normal,0
Kacang Arab,https://img.okezone.com/content/2021/02/04/298/2356167/mengenal-chickpea-kacang-arab-penuh-nutrisi-yang-baik-untuk-tubuh-ahltPCXlfV.jpg,330.0,60.2,23.8,26000.0,Mahal,Normal,1
Kacang atom,https://img-global.cpcdn.com/recipes/74c03b7bf26daaf4/680x482cq70/sukro-kacang-atom-foto-resep-utama.jpg,533.0,28.8,27.8,38000.0,Premium,Normal,1
Kacang Belimbing rebus,https://cdn1-production-images-kly.akamaized.net/TNGJxQzLI6y-VeIWmj2-GBuyLBQ=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2729965/original/086034000_1550232841-foto_kecipir.JPG,204.0,17.5,16.9,13000.0,Normal,Normal,2
Kacang Ijo,https://cdn0-production-images-kly.akamaized.net/EfXY7zn0w4mfhomUUiKK4dlg2Cs=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/704437/original/Kacang_Hijau_0714.jpg,345.0,62.9,22.2,32000.0,Premium,Normal,1
Kacang Kapri Goreng ,https://sc04.alicdn.com/kf/HTB1TBuVqKuSBuNjSsziq6zq8pXae.jpg,445.0,65.5,11.0,20000.0,Normal,Normal,1
Kacang Kedelai kukus,https://img2.beritasatu.com/cache/beritasatu/910x580-2/20082012110024.jpg,75.0,10.7,4.1,9000.0,Murah,Normal,0
Kacang kedelai rebus,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2020/07/27/1000907679.jpg,189.0,12.7,20.2,18000.0,Normal,Normal,2
Kacang Merah kering rebus,https://asset.kompas.com/crops/Nas6r0JWAfSTCuULYQOzawPHY1I=/59x3:885x554/780x390/data/photo/2022/02/16/620ca71bcdae7.jpg,158.0,28.2,10.3,15000.0,Normal,Normal,2
Kacang Panjang kukus,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2021/08/20/kacang-panjangjpg-20210820065144.jpg,39.0,7.6,3.0,7000.0,Murah,Normal,0
Kacang Panjang tumis,https://asset.kompas.com/crops/If5HOEMwzIA4cyaXwjSvrF79U2E=/1x25:963x667/750x500/data/photo/2021/02/27/6039ddfacfede.jpg,150.0,7.0,2.5,16000.0,Normal,Normal,2
Kacang sukro,https://icalan.id/userfile/filemanager/834//lz-olshop_1630921772-uTyPi.jpeg,484.0,57.7,8.8,29000.0,Mahal,Normal,1
Kacang tanah goreng,https://cdn.rasa.my/2018/10/Untitled-design33.png,564.0,25.5,25.5,31000.0,Premium,Normal,1
Kacang Tanah kacang sari,https://mmc.tirto.id/image/otf/1024x535/2017/07/12/susu-kacang-tanah--ISTOCK.jpg,561.0,26.0,25.5,40000.0,Premium,Normal,1
Kacang Telur ,https://img-global.cpcdn.com/recipes/18de1fa4c4094900/400x400cq70/photo.jpg,748.0,124.8,20.8,40000.0,Premium,Normal,1
Kakap,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/30105045/Tinggi-Protein-Ini-X-Manfaat-Ikan-Kakap-untuk-Kesehatan.jpg,92.0,0.0,20.0,10000.0,Normal,Keto,2
Kalio jeroan masakan,https://img-global.cpcdn.com/recipes/2031e463b74f84a0/1200x630cq70/photo.jpg,163.0,4.1,16.5,19000.0,Normal,Keto,2
Kalio kikil (tunjang) masakan,https://asset.kompas.com/crops/mqYtGN3S_jZncBl0Ug8aj0WNS0E=/0x0:1000x667/750x500/data/photo/2021/03/01/603c964830992.jpg,122.0,3.9,13.8,19000.0,Normal,Keto,2
Kalio otak masakan,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/sasefoto/original/32036_kalio-otak.JPG,157.0,11.4,8.1,16000.0,Normal,Normal,2
Kalio telur masakan,https://img-global.cpcdn.com/recipes/642209af1316da73/680x482cq70/kalio-telur-foto-resep-utama.jpg,193.0,9.7,10.6,15000.0,Normal,Normal,2
Kambose,https://img-global.cpcdn.com/recipes/26bdea923d2d4e15/680x482cq70/sup-dayak-foto-resep-utama.jpg,164.0,32.6,3.0,13000.0,Normal,Normal,2
Kangkung,https://www.astronauts.id/blog/wp-content/uploads/2023/01/Mengenal-Manfaat-Kangkung-Bagi-Tubuh--1200x900.jpg,29.0,5.4,3.0,5000.0,Murah,Normal,0
Kangkung kukus,https://cdn1-production-images-kly.akamaized.net/A3CuOjVcvmP6noevlbrt75x6srk=/1200x1200/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3446098/original/094275500_1619997238-stir-fried-vegetables-2245082_1280.jpg,30.0,4.7,3.2,8000.0,Murah,Keto,0
Kangkung rebus,https://cdn0-production-images-kly.akamaized.net/-w7C3Sli-qWhlPa4hmzbg324XkA=/190x0:855x665/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/4353847/original/077195900_1678438446-shutterstock_1262667451.jpg,22.0,3.1,2.5,5000.0,Murah,Keto,0
Kangkung tondano,https://www.andrafarm.com/_andra_farm/gambar_kelompok/a046-2.jpg,43.0,8.4,1.8,9000.0,Murah,Normal,0
Kangkung tumis,https://scm-assets.constant.co/scm/unilever/e9dc924f238fa6cc29465942875fe8f0/17ea3056-4e78-4d25-bd54-cf3a9296188b.jpg,52.0,3.0,1.8,8000.0,Murah,Keto,0
Kaparende sayur,https://www.gotravelly.com/blog/wp-content/uploads/2021/05/kaparende.jpg,38.0,2.6,2.4,5000.0,Murah,Keto,0
Kapurung,https://rasabunda.com/wp-content/uploads/2021/08/Kapurung.jpg,41.0,7.8,2.0,6000.0,Murah,Normal,0
Karedok ,https://asset.kompas.com/crops/szsUOraQ00vakiV0314KT6-71v8=/0x0:1000x667/750x500/data/photo/2021/07/07/60e56c9f60649.jpg,146.7,19.7,5.9,18000.0,Normal,Normal,2
Karedok sayur,https://asset.kompas.com/crops/jbNcoL1_PmijICoxtO4126XbZgM=/0x0:1000x667/780x390/data/photo/2021/07/07/60e56c9f60649.jpg,92.0,14.1,2.2,9000.0,Murah,Vegetarian,0
Karoket ,https://img-global.cpcdn.com/recipes/3ac8414039a793c2/680x482cq70/karoket-indomie-foto-resep-utama.jpg,292.0,2.8,11.2,20000.0,Normal,Keto,2
Katul Beras,https://cdn.idntimes.com/content-images/post/20170623/rye-bran-2500-56a210e73df78cf7727192c2-f82bea323262cc6f562d6321d24ab643_600x400.jpg,275.0,54.6,12.6,20000.0,Normal,Normal,2
Katul Jagung,https://s2.bukalapak.com/img/2370243413/large/20180830_215736_scaled.jpg,356.0,64.5,9.0,21000.0,Mahal,Normal,1
Keju,https://cdns.klimg.com/merdeka.com/i/w/news/2020/05/08/1175035/content_images/670x335/20200508114326-1-ilustrasi-keju-008-destriyana.jpg,326.0,13.1,22.8,22000.0,Mahal,Normal,1
Kelapa Muda daging,https://assets.tokko.io/7785295b-a6a6-4936-ab19-a31759ef44d7/products/images/8f8a1078-27c5-43e8-8a32-93738de68b9d,68.0,14.0,1.0,10000.0,Normal,Normal,0
Kelapa Tua daging,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/09/06/daging-kelapajpg-20220906030742.jpg,359.0,14.0,3.4,39000.0,Premium,Normal,1
Kelepon ,https://caramembuat.id/wp-content/uploads/2022/06/Cara-Membuat-Klepon-Ketan-Khas-Bali.webp,214.0,40.2,5.4,13000.0,Normal,Normal,2
Kelewih,https://kecipir.com/blog/wp-content/uploads/2018/02/arto_commun_070509_0128_ltn.jpg,111.0,27.2,1.5,20000.0,Normal,Normal,2
Kembang tahu,https://asset.kompas.com/crops/sgS6iHzRJjt2l5GMjgtm8spQscM=/0x0:1000x667/750x500/data/photo/2020/08/22/5f412ff8eee87.jpg,380.0,23.3,48.9,27000.0,Mahal,Normal,1
"Kembang Turi,""https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1568729650/gegx4jyvwt2yemk2wou0.jpg"",44,9.6,1.8,10000,Normal,Normal",,,,,,,,0
Kentang,https://img.freepik.com/free-photo/side-view-basket-bowl-full-potato-sackcloth-wooden-surface-background-with-copy-space_141793-5650.jpg?w=1060&t=st=1684232790~exp=1684233390~hmac=d4c5a62367069d98e3ddf3935be7b63e3f650cd00d6f80da197e948280b1e1b3,83.0,19.1,2.0,9000.0,Murah,Normal,0
Kepiting,https://thumb.tvonenews.com/thumbnail/2022/09/09/631ae5a4f1c8b-ilustrasi-makanan-laut-kepiting_1265_711.jpg,151.0,14.1,13.8,10000.0,Normal,Normal,2
Kerang,https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/02/Kerang-Tiram.jpg?fit=740%2C471&ssl=1,59.0,3.6,18.0,7000.0,Murah,Keto,2
Keremes,https://1.bp.blogspot.com/-7vUY82UReBs/WTbWbqEd68I/AAAAAAAAG4k/isry-Tn67FQgLbx5nqz5ZVhpQeAMHkaSACLcB/s1600/23-04-12-2863049_540b3cf5-8735-4432-9749-3805a501b746.jpg,475.0,64.4,1.6,20000.0,Normal,Normal,1
Keripik bayam,https://asset.kompas.com/crops/jYESdylVwVMIxcGzRhIFfZhPjnI=/0x28:1000x694/750x500/data/photo/2021/06/12/60c3ff4b72ad0.jpeg,586.0,50.2,4.9,20000.0,Normal,Vegetarian,1
Keripik gadung,https://www.ngadipuro.desa.id/desa/upload/artikel/sedang_1634355777_keripik-gadung.jpg,446.0,76.0,2.8,39000.0,Premium,Normal,1
Keripik kentang,https://asset.kompas.com/crops/TaJKfxhk6isVM1cCWS03MJ-LeZw=/32x12:1000x657/780x390/data/photo/2022/05/25/628d7e2eb24a9.jpg,448.0,67.1,2.7,25000.0,Mahal,Normal,1
Keripik singkong,https://www.astronauts.id/blog/wp-content/uploads/2022/09/Olahan-Keripik-Khas-Indonesia-yang-Bikin-Kamu-Ketagihan-1024x683.jpg,478.0,72.0,0.9,29000.0,Mahal,Normal,1
Keripik tempe,https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2022/07/19/1076813219.png,581.0,41.7,12.1,36000.0,Premium,Vegan,1
Keripik ubi,https://kurio-img.kurioapps.com/21/09/02/38b4842e-bbd0-4c81-9ac4-2f41364dfbfc.jpe,486.0,67.6,0.2,40000.0,Premium,Normal,1
Kerupuk Aci,https://alatpresplastik.com/wp-content/uploads/2022/01/kekekeru.jpg,350.0,85.9,0.5,32000.0,Premium,Normal,1
Kerupuk Udang ,https://cdn0-production-images-kly.akamaized.net/ihQHCeKhKldhY8YlTDkiu0ObeqE=/261x0:928x667/1200x900/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3265798/original/012419700_1602564070-shutterstock_1736290877.jpg,340.0,52.0,30.0,24000.0,Mahal,Normal,1
Kesemek,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/02/08040440/catat-ini-manfaat-buah-kesemek-bagi-kesehatan-tubuh-halodoc.jpg,78.0,20.0,0.8,10000.0,Normal,Normal,0
Ketan hitam matang,https://asset.kompas.com/crops/agGJ3o2lK5eMmT-VkGdijGLjgpQ=/0x0:1000x667/750x500/data/photo/2020/10/26/5f965ccbd7c1a.jpg,181.0,37.3,4.0,18000.0,Normal,Normal,2
Ketan putih matang,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2018/10/13/211488655.jpg,163.0,35.7,3.0,19000.0,Normal,Normal,2
Ketapang ,https://cdn0-production-images-kly.akamaized.net/bEFvWpDkZsFCndvlKQ2liamvXwM=/0x287:3046x2004/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3989958/original/069432700_1649474910-biji_ketapang.jpg,340.0,54.0,11.0,32000.0,Premium,Normal,1
Ketimun,https://www.garnesia.com/images/news/b542.jpg,12.0,2.7,0.7,9000.0,Murah,Keto,0
Ketimun madura segar,https://kopijagung.com/wp-content/uploads/2021/05/0001-1776641472_20210524_095708_0000_compress85-scaled.jpg,9.0,1.9,0.5,10000.0,Normal,Keto,0
Ketoprak,https://asset.kompas.com/crops/BiN_oCxCDgkO09b1B_FPfZuvGBw=/0x0:739x493/750x500/data/photo/2020/01/29/5e318845429db.jpg,153.0,13.0,7.9,11000.0,Normal,Normal,2
Ketupat ketan,https://awsimages.detik.net.id/community/media/visual/2022/05/01/ketupat-ketan-khas-sumatra-2.jpeg?w=1200,212.0,38.6,4.0,15000.0,Normal,Normal,2
Ketupat Tahu ,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/06/09/resep-kupat-tahu-menu-sarapan-n-20210609032448.jpg,109.6,18.6,2.6,20000.0,Normal,Normal,2
Kluwek,https://faktualnews.co/images/2022/01/kluwek.png,310.0,13.5,10.0,25000.0,Mahal,Normal,2
